Symbol,Value,TradingDate,Time,Open,High,Low,Close,Volume
VN30,1204.78,07/02/2024,10:13:58,1204.70,1204.94,1204.58,1204.78,637500
VN30,1205.10,07/02/2024,10:14:58,1204.71,1205.10,1204.63,1205.10,534400
VN30,1204.83,07/02/2024,10:15:58,1205.04,1205.04,1204.60,1204.83,478300
VN30,1204.73,07/02/2024,10:16:58,1204.83,1205.03,1204.65,1204.73,342600
VN30,1204.17,07/02/2024,10:17:58,1204.88,1204.88,1204.12,1204.17,624300
VN30,1203.74,07/02/2024,10:18:58,1204.09,1204.18,1203.70,1203.74,719700
VN30,1203.73,07/02/2024,10:19:58,1203.88,1203.91,1203.59,1203.73,474300
VN30,1203.07,07/02/2024,10:20:58,1203.73,1203.82,1203.04,1203.07,540300
VN30,1203.42,07/02/2024,10:21:58,1202.83,1203.53,1202.83,1203.42,447700
VN30,1203.69,07/02/2024,10:22:58,1203.60,1203.83,1203.35,1203.69,487000
VN30,1203.35,07/02/2024,10:23:58,1203.52,1203.69,1202.98,1203.35,517500
VN30,1203.60,07/02/2024,10:24:58,1203.60,1203.67,1203.49,1203.60,236100
VN30,1203.62,07/02/2024,10:25:58,1203.60,1203.77,1203.43,1203.62,306100
VN30,1204.04,07/02/2024,10:26:58,1203.62,1204.04,1203.62,1204.04,278300
VN30,1203.70,07/02/2024,10:27:58,1204.10,1204.10,1203.70,1203.70,475900
VN30,1203.97,07/02/2024,10:28:58,1203.83,1204.09,1203.42,1203.97,593300
VN30,1204.04,07/02/2024,10:29:58,1203.86,1204.06,1203.78,1204.04,318500
VN30,1203.76,07/02/2024,10:30:58,1204.04,1204.04,1203.62,1203.76,356100
VN30,1203.71,07/02/2024,10:31:58,1203.76,1203.98,1203.43,1203.71,209600
VN30,1204.10,07/02/2024,10:32:58,1204.06,1204.24,1203.86,1204.10,479900
VN30,1203.65,07/02/2024,10:33:58,1204.25,1204.45,1203.63,1203.65,326600
VN30,1204,07/02/2024,10:34:58,1203.65,1204,1203.63,1204,151700
VN30,1204.22,07/02/2024,10:35:58,1204,1204.22,1203.88,1204.22,437400
VN30,1203.76,07/02/2024,10:36:58,1204.23,1204.23,1203.76,1203.76,473400
VN30,1203.88,07/02/2024,10:37:58,1203.90,1204.07,1203.77,1203.88,834200
VN30,1203.96,07/02/2024,10:38:58,1203.94,1204.37,1203.94,1203.96,681800
VN30,1204.09,07/02/2024,10:39:58,1203.86,1204.12,1203.69,1204.09,542000
VN30,1203.96,07/02/2024,10:40:58,1204.01,1204.22,1203.73,1203.96,1807100
VN30,1203.64,07/02/2024,10:41:58,1203.89,1204.36,1203.64,1203.64,537200
VN30,1203.94,07/02/2024,10:42:58,1203.81,1204.37,1203.61,1203.94,350000
VN30,1204.16,07/02/2024,10:43:58,1204.29,1204.29,1203.68,1204.16,997900
VN30,1204.10,07/02/2024,10:44:58,1204.25,1204.33,1203.79,1204.10,493200
VN30,1204.45,07/02/2024,10:45:58,1204.23,1204.60,1204,1204.45,1939300
VN30,1204.13,07/02/2024,10:46:58,1204.31,1204.33,1203.83,1204.13,648500
VN30,1204.09,07/02/2024,10:47:58,1204.03,1204.10,1203.74,1204.09,542600
VN30,1204.45,07/02/2024,10:48:58,1204.13,1204.45,1203.87,1204.45,572100
VN30,1204.48,07/02/2024,10:49:58,1204.53,1204.68,1204.17,1204.48,271400
VN30,1204.22,07/02/2024,10:50:58,1204.42,1204.42,1203.93,1204.22,484400
VN30,1203.71,07/02/2024,10:51:58,1203.97,1204.17,1203.71,1203.71,352600
VN30,1203.61,07/02/2024,10:52:58,1204.01,1204.17,1203.52,1203.61,441700
VN30,1204.33,07/02/2024,10:53:58,1203.48,1204.52,1203.48,1204.33,439600
VN30,1203.95,07/02/2024,10:54:58,1204.33,1204.40,1203.95,1203.95,651800
VN30,1204.58,07/02/2024,10:55:58,1203.96,1204.58,1203.82,1204.58,234400
VN30,1204.42,07/02/2024,10:56:59,1204.53,1204.61,1204.05,1204.42,226400
VN30,1204.67,07/02/2024,10:57:59,1204.55,1204.92,1204.35,1204.67,320800
VN30,1204.58,07/02/2024,10:58:59,1204.58,1204.64,1204.55,1204.58,225600
VN30,1204.35,07/02/2024,10:59:59,1204.53,1204.55,1204.23,1204.35,453300
VN30,1205.07,07/02/2024,11:00:59,1204.46,1205.32,1204.21,1205.07,516900
VN30,1205.51,07/02/2024,11:01:59,1205.05,1205.51,1204.99,1205.51,1256200
VN30,1204.94,07/02/2024,11:02:59,1205.36,1205.36,1204.94,1204.94,244100
VN30,1204.59,07/02/2024,11:03:59,1205,1205,1204.53,1204.59,239400
VN30,1204.60,07/02/2024,11:04:59,1204.48,1204.91,1204.36,1204.60,550600
VN30,1204.84,07/02/2024,11:05:59,1204.60,1204.90,1204.28,1204.84,495200
VN30,1204.50,07/02/2024,11:06:59,1204.84,1204.93,1204.50,1204.50,335700
VN30,1204.37,07/02/2024,11:07:59,1204.50,1204.55,1204.30,1204.37,323700
VN30,1204.67,07/02/2024,11:08:59,1204.37,1204.67,1204.37,1204.67,522100
VN30,1204.52,07/02/2024,11:09:59,1204.71,1204.81,1204.35,1204.52,366000
VN30,1204.27,07/02/2024,11:10:59,1204.21,1204.57,1204.06,1204.27,377300
VN30,1204.58,07/02/2024,11:11:59,1204.13,1204.58,1204.12,1204.58,330900
VN30,1204.33,07/02/2024,11:12:59,1204.56,1204.58,1204.11,1204.33,565800
VN30,1204.46,07/02/2024,11:13:59,1204.33,1204.55,1204.33,1204.46,258200
VN30,1204.65,07/02/2024,11:14:59,1204.46,1204.65,1204.31,1204.65,199800
VN30,1204.46,07/02/2024,11:15:59,1204.76,1204.76,1204.32,1204.46,461700
VN30,1204.62,07/02/2024,11:16:59,1204.36,1204.89,1204.36,1204.62,318200
VN30,1204.67,07/02/2024,11:17:59,1204.62,1204.73,1204.44,1204.67,192200
VN30,1204.71,07/02/2024,11:18:59,1204.67,1204.77,1204.64,1204.71,657000
VN30,1204.79,07/02/2024,11:19:59,1204.70,1204.79,1204.48,1204.79,1219800
VN30,1204.65,07/02/2024,11:20:59,1204.73,1204.73,1204.50,1204.65,346100
VN30,1204.51,07/02/2024,11:21:59,1204.34,1204.66,1204.24,1204.51,274200
VN30,1204.53,07/02/2024,11:22:59,1204.51,1204.64,1204.36,1204.53,470500
VN30,1204.72,07/02/2024,11:23:59,1204.53,1204.92,1204.53,1204.72,400600
VN30,1205.08,07/02/2024,11:24:59,1204.72,1205.08,1204.66,1205.08,308000
VN30,1204.95,07/02/2024,11:25:59,1204.87,1205.11,1204.70,1204.95,285300
VN30,1204.86,07/02/2024,11:26:59,1205.07,1205.07,1204.57,1204.86,611200
VN30,1204.98,07/02/2024,11:27:59,1204.86,1205.09,1204.69,1204.98,216800
VN30,1204.70,07/02/2024,11:28:59,1204.76,1204.85,1204.47,1204.70,479500
VN30,1204.54,07/02/2024,11:29:59,1204.83,1205.02,1204.54,1204.54,591200
VN30,1204.59,07/02/2024,11:30:04,1204.59,1204.59,1204.59,1204.59,223400
VN30,1204.12,07/02/2024,13:00:56,1204.71,1204.71,1204.08,1204.12,2176200
VN30,1204.33,07/02/2024,13:01:56,1204.11,1204.48,1204.09,1204.33,733700
VN30,1204.45,07/02/2024,13:02:56,1204.19,1204.45,1204.15,1204.45,484500
VN30,1204.18,07/02/2024,13:03:56,1204.25,1204.51,1204.16,1204.18,310800
VN30,1204.32,07/02/2024,13:04:56,1204.15,1204.38,1204.05,1204.32,371300
VN30,1203.75,07/02/2024,13:05:56,1204.06,1204.22,1203.75,1203.75,508900
VN30,1203.89,07/02/2024,13:06:56,1203.85,1204.19,1203.82,1203.89,373000
VN30,1203.97,07/02/2024,13:07:56,1203.79,1204.35,1203.79,1203.97,465800
VN30,1204.19,07/02/2024,13:08:56,1203.86,1204.28,1203.80,1204.19,926600
VN30,1204.20,07/02/2024,13:09:56,1204.42,1204.42,1203.87,1204.20,468300
VN30,1204.18,07/02/2024,13:10:56,1204.13,1204.48,1204.13,1204.18,390700
VN30,1204.87,07/02/2024,13:11:56,1204.11,1204.87,1204,1204.87,495600
VN30,1204.73,07/02/2024,13:12:56,1204.94,1204.94,1204.46,1204.73,501400
VN30,1204.73,07/02/2024,13:13:56,1204.48,1204.90,1204.42,1204.73,925700
VN30,1204.86,07/02/2024,13:14:56,1204.77,1205.25,1204.54,1204.86,596400
VN30,1204.90,07/02/2024,13:15:56,1204.83,1205.18,1204.79,1204.90,737300
VN30,1205.13,07/02/2024,13:16:56,1204.80,1205.22,1204.80,1205.13,1075900
VN30,1204.72,07/02/2024,13:17:57,1205.18,1205.18,1204.72,1204.72,905500
VN30,1205.17,07/02/2024,13:18:57,1205.12,1205.21,1204.66,1205.17,688000
VN30,1204.56,07/02/2024,13:19:57,1204.90,1204.90,1204.40,1204.56,925100
VN30,1204.60,07/02/2024,13:20:57,1204.55,1204.80,1204.55,1204.60,440200
VN30,1205.97,07/02/2024,13:21:57,1204.64,1206.42,1204.59,1205.97,1405700
VN30,1206.01,07/02/2024,13:22:57,1206.20,1206.44,1205.95,1206.01,1121100
VN30,1206.31,07/02/2024,13:23:57,1206.12,1206.52,1206.12,1206.31,673000
VN30,1206.44,07/02/2024,13:24:57,1206.25,1206.75,1206.25,1206.44,1443700
VN30,1207.21,07/02/2024,13:25:57,1206.60,1207.25,1206.60,1207.21,1430800
VN30,1207.40,07/02/2024,13:26:57,1207.31,1207.69,1207.01,1207.40,2283900
VN30,1207.61,07/02/2024,13:27:57,1207.47,1207.96,1207.32,1207.61,1154400
VN30,1207.72,07/02/2024,13:28:57,1207.64,1207.97,1207.53,1207.72,398600
VN30,1207.41,07/02/2024,13:29:57,1207.71,1208,1207.34,1207.41,734900
VN30,1207.44,07/02/2024,13:30:57,1207.41,1207.60,1207.22,1207.44,663300
VN30,1207.46,07/02/2024,13:31:57,1207.18,1207.58,1207.18,1207.46,711000
VN30,1207.43,07/02/2024,13:32:57,1207.34,1207.59,1207.24,1207.43,718400
VN30,1207.75,07/02/2024,13:33:57,1207.59,1207.81,1207.55,1207.75,1119100
VN30,1207.74,07/02/2024,13:34:57,1207.82,1208.08,1207.55,1207.74,888500
VN30,1207.52,07/02/2024,13:35:57,1207.76,1207.91,1207.50,1207.52,426100
VN30,1208.28,07/02/2024,13:36:57,1207.42,1208.28,1207.35,1208.28,1406400
VN30,1207.81,07/02/2024,13:37:57,1208.22,1208.68,1207.81,1207.81,1878300
VN30,1208.70,07/02/2024,13:38:57,1207.87,1208.84,1207.84,1208.70,829400
VN30,1208.60,07/02/2024,13:39:57,1208.56,1208.94,1208.56,1208.60,967900
VN30,1208.75,07/02/2024,13:40:57,1208.60,1209.09,1208.46,1208.75,1167100
VN30,1208.76,07/02/2024,13:41:57,1209.09,1209.13,1208.64,1208.76,1226600
VN30,1210.09,07/02/2024,13:42:57,1209.09,1210.09,1208.96,1210.09,1593800
VN30,1210.30,07/02/2024,13:43:57,1209.79,1210.30,1209.60,1210.30,3448500
VN30,1210.47,07/02/2024,13:44:57,1210.45,1210.80,1209.94,1210.47,1295000
VN30,1210.81,07/02/2024,13:45:57,1210.64,1211.05,1210.33,1210.81,1359000
VN30,1210.69,07/02/2024,13:46:57,1210.94,1211.35,1210.66,1210.69,1320000
VN30,1210.93,07/02/2024,13:47:57,1210.92,1211.28,1210.82,1210.93,1314600
VN30,1211.22,07/02/2024,13:48:57,1210.83,1211.40,1210.57,1211.22,1002900
VN30,1210.77,07/02/2024,13:49:57,1210.94,1211.11,1210.51,1210.77,1134300
VN30,1211.19,07/02/2024,13:50:57,1210.81,1211.23,1210.81,1211.19,694400
VN30,1211.17,07/02/2024,13:51:57,1211.19,1211.31,1211.04,1211.17,1047200
VN30,1210.68,07/02/2024,13:52:57,1211.07,1211.32,1210.58,1210.68,1189900
VN30,1211.13,07/02/2024,13:53:57,1210.84,1211.35,1210.68,1211.13,1408900
VN30,1210.86,07/02/2024,13:54:57,1211.08,1211.50,1210.86,1210.86,1117200
VN30,1211.20,07/02/2024,13:55:57,1211.20,1211.49,1210.76,1211.20,991600
VN30,1211.52,07/02/2024,13:56:57,1211.12,1211.52,1210.94,1211.52,2070000
VN30,1211.95,07/02/2024,13:57:57,1211.32,1212.01,1211.32,1211.95,1196500
VN30,1212.13,07/02/2024,13:58:57,1212.09,1212.25,1212.04,1212.13,1495800
VN30,1212.87,07/02/2024,13:59:57,1212.18,1213,1212.18,1212.87,1783000
VN30,1213.48,07/02/2024,14:00:57,1213.05,1213.48,1212.93,1213.48,2568700
VN30,1212.97,07/02/2024,14:01:57,1213.29,1213.33,1212.74,1212.97,1261900
VN30,1213.41,07/02/2024,14:02:57,1213.26,1213.41,1213.03,1213.41,1150200
VN30,1213.21,07/02/2024,14:03:57,1213.36,1213.37,1212.91,1213.21,1417300
VN30,1212.94,07/02/2024,14:04:57,1213.04,1213.23,1212.66,1212.94,1320700
VN30,1213.30,07/02/2024,14:05:57,1213.21,1213.30,1212.79,1213.30,754900
VN30,1212.79,07/02/2024,14:06:58,1213.30,1213.30,1212.79,1212.79,1572800
VN30,1213.20,07/02/2024,14:07:58,1212.86,1213.41,1212.57,1213.20,1006500
VN30,1213.21,07/02/2024,14:08:58,1213.17,1213.50,1212.86,1213.21,1059300
VN30,1213.44,07/02/2024,14:09:58,1213.19,1213.44,1212.74,1213.44,2002200
VN30,1213.87,07/02/2024,14:10:58,1213.43,1213.92,1213.33,1213.87,2724900
VN30,1213.56,07/02/2024,14:11:58,1213.78,1213.87,1213.43,1213.56,1390400
VN30,1213.98,07/02/2024,14:12:58,1213.82,1214.54,1213.75,1213.98,1352600
VN30,1213.88,07/02/2024,14:13:58,1214,1214.07,1213.46,1213.88,1470700
VN30,1213.32,07/02/2024,14:14:58,1213.47,1213.53,1212.91,1213.32,2004300
VN30,1212.45,07/02/2024,14:15:58,1213.37,1213.37,1212.45,1212.45,2116600
VN30,1211.80,07/02/2024,14:16:58,1212.59,1212.59,1211.80,1211.80,1028800
VN30,1212.03,07/02/2024,14:17:58,1212.10,1212.10,1211.52,1212.03,666000
VN30,1211.61,07/02/2024,14:18:58,1211.79,1212.13,1211.44,1211.61,1385100
VN30,1211.48,07/02/2024,14:19:58,1211.66,1211.73,1211.30,1211.48,1609500
VN30,1211.68,07/02/2024,14:20:58,1211.73,1211.73,1211.15,1211.68,873100
VN30,1212.24,07/02/2024,14:21:58,1211.82,1212.24,1211.14,1212.24,1572500
VN30,1211.67,07/02/2024,14:22:58,1211.73,1212.05,1211.60,1211.67,1587500
VN30,1212.15,07/02/2024,14:23:58,1211.66,1212.32,1211.66,1212.15,1439300
VN30,1212.04,07/02/2024,14:24:58,1211.75,1212.43,1211.57,1212.04,1317400
VN30,1212.57,07/02/2024,14:25:58,1212.04,1212.58,1211.94,1212.57,1581700
VN30,1213.17,07/02/2024,14:26:58,1212.45,1213.44,1212.38,1213.17,1781400
VN30,1212.91,07/02/2024,14:27:58,1212.22,1213.40,1212.22,1212.91,2039500
VN30,1212.41,07/02/2024,14:28:58,1213.21,1213.26,1212.41,1212.41,2013000
VN30,1212.60,07/02/2024,14:29:58,1212.86,1213,1212.18,1212.60,2206400
VN30,1212.85,07/02/2024,14:30:03,1212.85,1212.85,1212.85,1212.85,154500
VN30,1212.70,07/02/2024,14:45:03,1212.70,1212.70,1212.70,1212.70,13200000
VN30,1218.34,15/02/2024,09:15:56,1217.80,1218.34,1217.68,1218.34,3983500
VN30,1220.59,15/02/2024,09:16:56,1218.33,1220.59,1218.33,1220.59,1499200
VN30,1220.53,15/02/2024,09:17:56,1220.69,1220.84,1220.13,1220.53,1140900
VN30,1220.28,15/02/2024,09:18:56,1220.46,1220.73,1220.25,1220.28,936400
VN30,1220.84,15/02/2024,09:19:56,1220.55,1220.99,1220.53,1220.84,1611800
VN30,1220.94,15/02/2024,09:20:56,1220.49,1221.14,1220.42,1220.94,1894400
VN30,1220.82,15/02/2024,09:21:56,1220.96,1221.24,1220.61,1220.82,1657300
VN30,1220.30,15/02/2024,09:22:56,1220.84,1220.84,1220.13,1220.30,1375000
VN30,1220.16,15/02/2024,09:23:56,1220.45,1220.46,1219.84,1220.16,1451500
VN30,1220.05,15/02/2024,09:24:56,1220.11,1220.16,1219.76,1220.05,1437800
VN30,1219.67,15/02/2024,09:25:56,1220.16,1220.16,1219.15,1219.67,848100
VN30,1219.58,15/02/2024,09:26:56,1219.71,1219.83,1219.30,1219.58,1015700
VN30,1219.17,15/02/2024,09:27:56,1219.44,1219.44,1218.81,1219.17,718800
VN30,1218.81,15/02/2024,09:28:56,1219.38,1219.38,1218.45,1218.81,1199000
VN30,1217.49,15/02/2024,09:29:56,1218.64,1218.64,1217.49,1217.49,652800
VN30,1218.02,15/02/2024,09:30:56,1217.79,1218.02,1217.32,1218.02,1023400
VN30,1217.31,15/02/2024,09:31:56,1217.72,1217.88,1217.29,1217.31,947000
VN30,1217.03,15/02/2024,09:32:56,1217.47,1217.66,1217.03,1217.03,1223700
VN30,1217.24,15/02/2024,09:33:56,1217.11,1217.56,1217.11,1217.24,891000
VN30,1217.64,15/02/2024,09:34:56,1217.21,1217.64,1217.19,1217.64,706600
VN30,1217.18,15/02/2024,09:35:56,1217.47,1217.69,1217.18,1217.18,1207200
VN30,1218.36,15/02/2024,09:36:56,1217.08,1218.36,1217.08,1218.36,1135500
VN30,1218.85,15/02/2024,09:37:56,1218.52,1219.01,1218.35,1218.85,3001100
VN30,1219.41,15/02/2024,09:38:56,1219.12,1219.57,1219.12,1219.41,1798600
VN30,1219.36,15/02/2024,09:39:56,1219.17,1219.64,1219.17,1219.36,922600
VN30,1220.10,15/02/2024,09:40:56,1219.31,1220.10,1219.11,1220.10,923400
VN30,1220.28,15/02/2024,09:41:56,1220.06,1220.42,1219.81,1220.28,1777000
VN30,1220.20,15/02/2024,09:42:56,1220.28,1220.75,1220.06,1220.20,1080100
VN30,1219.95,15/02/2024,09:43:56,1220.22,1220.27,1219.78,1219.95,1880000
VN30,1220.07,15/02/2024,09:44:56,1220.20,1220.20,1219.57,1220.07,1154500
VN30,1220.47,15/02/2024,09:45:56,1220.08,1220.50,1220.02,1220.47,1279500
VN30,1220.21,15/02/2024,09:46:56,1220.36,1220.69,1220.16,1220.21,1274000
VN30,1220.24,15/02/2024,09:47:56,1220.20,1220.75,1219.90,1220.24,683800
VN30,1220.28,15/02/2024,09:48:56,1220.46,1220.62,1219.92,1220.28,725900
VN30,1219.75,15/02/2024,09:49:56,1219.99,1220.43,1219.75,1219.75,1054300
VN30,1219.95,15/02/2024,09:50:57,1219.86,1220.20,1219.78,1219.95,1123500
VN30,1220.01,15/02/2024,09:51:57,1219.78,1220.25,1219.46,1220.01,967600
VN30,1220.14,15/02/2024,09:52:57,1219.84,1220.20,1219.65,1220.14,578300
VN30,1219.51,15/02/2024,09:53:57,1220.02,1220.03,1219.44,1219.51,1325800
VN30,1219.70,15/02/2024,09:54:57,1219.37,1219.70,1219.31,1219.70,715200
VN30,1219.64,15/02/2024,09:55:57,1219.58,1220.12,1219.57,1219.64,491800
VN30,1220.20,15/02/2024,09:56:57,1219.77,1220.35,1219.67,1220.20,732600
VN30,1219.83,15/02/2024,09:57:57,1220.20,1220.37,1219.59,1219.83,768000
VN30,1220.21,15/02/2024,09:58:57,1219.66,1220.29,1219.57,1220.21,860300
VN30,1220.04,15/02/2024,09:59:57,1220.23,1220.58,1220.04,1220.04,1398600
VN30,1220.34,15/02/2024,10:00:57,1220.25,1220.91,1220.11,1220.34,862300
VN30,1220.40,15/02/2024,10:01:57,1220.34,1220.94,1220.34,1220.40,825100
VN30,1220.83,15/02/2024,10:02:57,1220.55,1221.10,1220.44,1220.83,873200
VN30,1221.13,15/02/2024,10:03:57,1220.59,1221.15,1220.59,1221.13,798800
VN30,1220.49,15/02/2024,10:04:57,1221.13,1221.13,1220.49,1220.49,570700
VN30,1221.23,15/02/2024,10:05:57,1220.49,1221.29,1220.49,1221.23,919800
VN30,1221.20,15/02/2024,10:06:57,1221.55,1221.55,1220.42,1221.20,612400
VN30,1221.23,15/02/2024,10:07:57,1221.34,1221.34,1221.02,1221.23,1562400
VN30,1220.27,15/02/2024,10:08:57,1221.23,1221.86,1220.27,1220.27,2158900
VN30,1221.61,15/02/2024,10:09:57,1220.66,1221.61,1220.66,1221.61,1375600
VN30,1221.55,15/02/2024,10:10:57,1221.78,1221.78,1221.25,1221.55,1830000
VN30,1221.64,15/02/2024,10:11:57,1221.53,1221.67,1221.15,1221.64,1595400
VN30,1221.19,15/02/2024,10:12:57,1221.77,1221.82,1220.52,1221.19,1450200
VN30,1220.82,15/02/2024,10:13:57,1221.09,1221.09,1220.44,1220.82,1136600
VN30,1221.04,15/02/2024,10:14:57,1220.86,1221.18,1220.86,1221.04,547200
VN30,1221.38,15/02/2024,10:15:57,1221.34,1221.51,1221.07,1221.38,614700
VN30,1220.90,15/02/2024,10:16:57,1221.45,1221.45,1220.75,1220.90,591900
VN30,1220.81,15/02/2024,10:17:57,1220.74,1220.97,1220.60,1220.81,1161200
VN30,1220.50,15/02/2024,10:18:57,1220.84,1220.97,1220.50,1220.50,1145000
VN30,1220.87,15/02/2024,10:19:57,1220.68,1221.04,1220.68,1220.87,889400
VN30,1220.29,15/02/2024,10:20:57,1220.98,1220.98,1220.29,1220.29,1049100
VN30,1220.31,15/02/2024,10:21:57,1220.18,1220.47,1219.66,1220.31,886000
VN30,1220.51,15/02/2024,10:22:57,1220.49,1220.68,1220.18,1220.51,558300
VN30,1219.72,15/02/2024,10:23:57,1220.05,1220.36,1219.72,1219.72,877800
VN30,1220.24,15/02/2024,10:24:57,1219.82,1220.24,1219.42,1220.24,767900
VN30,1219.81,15/02/2024,10:25:57,1219.90,1220.42,1219.48,1219.81,462000
VN30,1219.61,15/02/2024,10:26:57,1219.80,1219.87,1219.46,1219.61,587300
VN30,1219.68,15/02/2024,10:27:57,1219.59,1219.77,1219.28,1219.68,1186000
VN30,1219.97,15/02/2024,10:28:57,1219.51,1220.16,1219.42,1219.97,675900
VN30,1220.10,15/02/2024,10:29:57,1219.97,1220.10,1219.56,1220.10,479200
VN30,1219.46,15/02/2024,10:30:57,1219.62,1219.84,1219.37,1219.46,260800
VN30,1219.73,15/02/2024,10:31:57,1219.67,1219.75,1219.01,1219.73,735000
VN30,1219.21,15/02/2024,10:32:57,1219.80,1219.85,1219.11,1219.21,1344600
VN30,1219.25,15/02/2024,10:33:57,1219.17,1219.78,1218.79,1219.25,888200
VN30,1219.34,15/02/2024,10:34:57,1219.25,1219.50,1219.05,1219.34,1032600
VN30,1219.91,15/02/2024,10:35:57,1219.29,1220.07,1219.29,1219.91,470800
VN30,1219.77,15/02/2024,10:36:57,1219.98,1220.20,1219.46,1219.77,632600
VN30,1220.03,15/02/2024,10:37:57,1219.84,1220.03,1219.67,1220.03,891800
VN30,1219.93,15/02/2024,10:38:57,1219.94,1220.05,1219.58,1219.93,849100
VN30,1219.91,15/02/2024,10:39:57,1219.72,1220.23,1219.72,1219.91,2399200
VN30,1220.25,15/02/2024,10:40:58,1219.99,1220.31,1219.31,1220.25,932600
VN30,1219.88,15/02/2024,10:41:58,1220.05,1220.05,1219.42,1219.88,771500
VN30,1220.30,15/02/2024,10:42:58,1219.90,1220.36,1219.76,1220.30,769300
VN30,1220.40,15/02/2024,10:43:58,1220.57,1220.75,1220.10,1220.40,966600
VN30,1220.85,15/02/2024,10:44:58,1220.60,1220.85,1220.39,1220.85,1547200
VN30,1219.83,15/02/2024,10:45:58,1220.95,1220.95,1219.59,1219.83,1015400
VN30,1219.77,15/02/2024,10:46:58,1219.64,1220.24,1219.64,1219.77,726600
VN30,1219.67,15/02/2024,10:47:58,1219.77,1219.87,1219.53,1219.67,1051100
VN30,1219.94,15/02/2024,10:48:58,1219.67,1220.13,1219.67,1219.94,717700
VN30,1219.89,15/02/2024,10:49:58,1220.04,1220.22,1219.89,1219.89,438400
VN30,1219.35,15/02/2024,10:50:58,1219.85,1219.85,1219.28,1219.35,703400
VN30,1219.78,15/02/2024,10:51:58,1219.40,1220.32,1219.40,1219.78,397800
VN30,1219.43,15/02/2024,10:52:58,1219.27,1219.82,1219.11,1219.43,802200
VN30,1219.91,15/02/2024,10:53:58,1219.69,1220.14,1219.39,1219.91,478600
VN30,1220.29,15/02/2024,10:54:58,1219.92,1220.29,1219.82,1220.29,537300
VN30,1220.04,15/02/2024,10:55:58,1220.27,1220.27,1219.94,1220.04,862300
VN30,1219.94,15/02/2024,10:56:58,1220.02,1220.21,1219.81,1219.94,534300
VN30,1220.42,15/02/2024,10:57:58,1220.09,1220.49,1220.02,1220.42,1117400
VN30,1220.09,15/02/2024,10:58:58,1220.19,1220.39,1220.04,1220.09,3367700
VN30,1220.57,15/02/2024,10:59:58,1220.28,1220.65,1220.22,1220.57,736700
VN30,1221.08,15/02/2024,11:00:58,1220.37,1221.18,1220.37,1221.08,1296100
VN30,1220.93,15/02/2024,11:01:58,1221.08,1221.24,1220.81,1220.93,1513600
VN30,1221.05,15/02/2024,11:02:58,1221.16,1221.40,1220.95,1221.05,1006600
VN30,1221.37,15/02/2024,11:03:58,1221.10,1221.37,1220.97,1221.37,1384900
VN30,1222.36,15/02/2024,11:04:58,1221.21,1222.36,1220.95,1222.36,1557900
VN30,1222.92,15/02/2024,11:05:58,1222.55,1223.22,1222.43,1222.92,801500
VN30,1222.09,15/02/2024,11:06:58,1223,1223,1221.52,1222.09,1320800
VN30,1222.30,15/02/2024,11:07:58,1222.09,1222.42,1221.91,1222.30,918100
VN30,1221.48,15/02/2024,11:08:58,1222.37,1222.82,1221.48,1221.48,2240000
VN30,1222.83,15/02/2024,11:09:58,1221.58,1222.83,1221.58,1222.83,1345300
VN30,1222.63,15/02/2024,11:10:58,1222.94,1222.98,1222.55,1222.63,2496100
VN30,1222.70,15/02/2024,11:11:58,1222.43,1222.70,1222.25,1222.70,608200
VN30,1222.36,15/02/2024,11:12:58,1222.40,1222.40,1221.81,1222.36,830600
VN30,1222.52,15/02/2024,11:13:58,1222.52,1222.58,1221.94,1222.52,1201300
VN30,1222.58,15/02/2024,11:14:58,1222.63,1222.90,1222.29,1222.58,1062700
VN30,1222.87,15/02/2024,11:15:58,1222.78,1223.12,1222.65,1222.87,877600
VN30,1222.47,15/02/2024,11:16:58,1222.98,1223.04,1222.47,1222.47,817700
VN30,1223.10,15/02/2024,11:17:58,1222.74,1223.11,1222.74,1223.10,605700
VN30,1222.74,15/02/2024,11:18:58,1223.10,1223.10,1222.63,1222.74,876100
VN30,1222.86,15/02/2024,11:19:58,1222.81,1222.90,1222.41,1222.86,1020400
VN30,1222.45,15/02/2024,11:20:58,1222.08,1222.50,1222.03,1222.45,765000
VN30,1222.70,15/02/2024,11:21:58,1222.48,1222.94,1222.31,1222.70,820700
VN30,1222.72,15/02/2024,11:22:58,1222.64,1222.84,1222.25,1222.72,729200
VN30,1222.53,15/02/2024,11:23:58,1222.74,1222.85,1222.37,1222.53,770700
VN30,1222.19,15/02/2024,11:24:58,1222.47,1222.59,1222.09,1222.19,702800
VN30,1222.43,15/02/2024,11:25:58,1222.24,1222.89,1222.05,1222.43,872000
VN30,1222.43,15/02/2024,11:26:58,1222.52,1222.68,1222.05,1222.43,804400
VN30,1222.60,15/02/2024,11:27:58,1222.59,1223,1222.30,1222.60,679300
VN30,1222.63,15/02/2024,11:28:59,1222.66,1222.98,1222.63,1222.63,446500
VN30,1222.74,15/02/2024,11:29:59,1222.59,1222.88,1222.34,1222.74,1603200
VN30,1222.54,15/02/2024,11:30:04,1222.54,1222.54,1222.54,1222.54,35400
VN30,1222.45,15/02/2024,13:00:56,1222.40,1222.62,1222.23,1222.45,2644600
VN30,1222.31,15/02/2024,13:01:56,1222.34,1222.55,1222.10,1222.31,436800
